symptom_text,disease
There is I've been having low blood pressure with rapid pulse,Sepsis
Been dealing with acute infection spreading through body,Sepsis
I have shortness of breath rapid breathing,Sepsis
shortness of breath rapid air intake,Sepsis
significantly reduced blood pressure with rapid pulse worse in the morning,Sepsis
dangerously low blood pressure with rapid pulse,Sepsis
mottled skin poor circulation fever ongoing for several days triggered by activity,Sepsis
I'm experiencing altered mental state with infection especially at night,Sepsis
I'm experiencing altered mental state with infection for the past few days,Sepsis
Experiencing Recently developed clammy or sweaty skin with chills,Sepsis
I have extremely high fever with rapid heart rate for over a week,Sepsis
Feeling shivering extreme cold with fever worse in the morning,Sepsis
decreased urine output with infection for a while now since several days ago,Sepsis
There is shivering extreme cold with fever suddenly appeared,Sepsis
Recently developed extreme hurt or discomfort for the past 2 days,Sepsis
feeling like might die sense of doom for the past few days since couple weeks ago,Sepsis
feeling like might die sense of doom for the past few days gets worse after eating,Sepsis
I have clammy or sweaty skin with chills,Sepsis
clammy or sweaty skin with chills worsening gradually,Sepsis
I've noticed Feeling confusion with signs of infection,Sepsis
Feeling confusion with signs of infection since several days ago suddenly appeared,Sepsis
extreme pain or discomfort worsening gradually,Sepsis
I suffer from confusion with signs of infection,Sepsis
Experiencing sepsis symptoms fever confusion rapid breathing,Sepsis
sepsis symptoms fever confusion rapid breathing ongoing for 1 month,Sepsis
Having issues with rapid breathing over 20 breaths per minute constant throughout the day,Sepsis
Recently developed sepsis symptoms fever confusion rapid breathing began 3 days back,Sepsis
altered mental state with infection that won't go away began 2 days back,Sepsis
altered mental state with infection that won't go away started 1 week ago,Sepsis
Having issues with significantly elevated fever with rapid heart rate constant throughout the day,Sepsis
Having issues with extremely high fever with rapid heart rate,Sepsis
rapid breathing over 20 breaths per minute suddenly appeared,Sepsis
Having issues with very low blood pressure with rapid pulse,Sepsis
I'm experiencing Having issues with low blood pressure with rapid pulse,Sepsis
Been dealing with sepsis symptoms fever confusion rapid respiration since yesterday,Sepsis
I'm experiencing Been dealing with septic shock symptoms hot confusion,Sepsis
very bad infection spreading through body,Sepsis
I have high fever with rapid heart rate,Sepsis
high fever with rapid heart rate began several days back,Sepsis
There is I'm experiencing altered mental state with infection,Sepsis
I've noticed I'm experiencing altered mental state with infection,Sepsis
I've been having very low blood pressure with rapid pulse since 3 days ago,Sepsis
I've been having dangerously low blood pressure with rapid pulse,Sepsis
Having issues with mottled skin poor circulation hot began 1 month back,Sepsis
confusion with signs of infection and it's getting worse for over a week constant throughout the day,Sepsis
confusion with signs of infection and it's getting worse for over a week lasting few days,Sepsis
I suffer from sharp infection spreading through body that won't go away especially at night,Sepsis
sharp infection spreading through body that won't go away worse in the morning,Sepsis
I have mottled skin poor circulation fever since this morning lasting couple weeks,Sepsis
I have mottled skin poor circulation fever since this morning for the past few days,Sepsis
I have mottled skin poor circulation fever since this morning began 1 week back,Sepsis
Been dealing with severe infection spreading through body lasting 3 days,Sepsis
Been dealing with excruciating infection spreading through body,Sepsis
shortness of breath rapid breathing for the past couple weeks,Sepsis
I'm experiencing postnasal drip with facial pressure,Sinusitis
blocked nose facial tenderness since yesterday,Sinusitis
pain in forehead cheeks nose,Sinusitis
facial pain and pressure around sinuses for a while now,Sinusitis
facial discomfort and pressure around sinuses since yesterday,Sinusitis
sinus pressure headache congestion,Sinusitis
I have sinusitis symptoms congestion pressure,Sinusitis
Recently developed hurt in forehead cheeks nose,Sinusitis
nasal congestion stuffy nose since yesterday,Sinusitis
facial pain and pressure around sinuses,Sinusitis
postnasal drip with facial pressure since yesterday,Sinusitis
thick yellow or green nasal discharge for the past few days,Sinusitis
I have nasal discharge with facial ache,Sinusitis
nasal discharge with facial pain,Sinusitis
Started experiencing sinus pressure head ache congestion,Sinusitis
Feeling sinus hurt worse bending forward,Sinusitis
sinus ache worse bending forward and it's getting worse,Sinusitis
I'm experiencing nasal congestion stuffy nose,Sinusitis
reduced sense of smell congestion,Sinusitis
nasal congestion stuffy nose,Sinusitis
sinus infection facial pain congestion since yesterday,Sinusitis
pain in forehead cheeks nose and it's getting worse,Sinusitis
Started experiencing sinus pressure headache congestion,Sinusitis
I'm experiencing chronic sinusitis facial soreness,Sinusitis
sinus infection facial pain congestion,Sinusitis
sinus infection facial pain congestion and it's getting worse,Sinusitis
Suffering from sinusitis symptoms congestion pressure,Sinusitis
Having issues with reduced sense of smell congestion,Sinusitis
postnasal drip with facial pressure,Sinusitis
Having issues with nasal discharge with facial pain for the last couple of days,Sinusitis
Having issues with headache from sinus pressure,Sinusitis
headache from sinus pressure,Sinusitis
chronic sinusitis facial hurt that won't go away,Sinusitis
sinusitis symptoms congestion pressure,Sinusitis
sinus infection pain green mucus,Sinusitis
chronic sinusitis facial pain,Sinusitis
sinus pain worse bending forward,Sinusitis
Recently developed headache from sinus pressure,Sinusitis
blocked nose facial tenderness,Sinusitis
thick yellow or green nasal discharge,Sinusitis
Started experiencing sinus infection painful green mucus,Sinusitis
I have sinus infection hurt green mucus for a while,Sinusitis
thick yellow or green nasal discharge for a while now,Sinusitis
Having issues with blocked nose facial tenderness,Sinusitis
Started experiencing reduced sense of smell congestion,Sinusitis
I'm experiencing postnasal drip with facial pressure since 2 weeks ago,Sinusitis
I'm experiencing postnasal drip with facial pressure started 2 days ago,Sinusitis
facial discomfort and pressure around sinuses since yesterday since few days ago,Sinusitis
sinus pressure headache congestion since couple weeks ago suddenly appeared,Sinusitis
I have sinusitis symptoms congestion pressure for the past several days comes and goes,Sinusitis
I suffer from nasal congestion stuffy nose since yesterday,Sinusitis
facial pain and pressure around sinuses lasting 1 week,Sinusitis
I have nasal discharge with facial ache began few days back,Sinusitis
nasal discharge with facial pain lasting 1 month,Sinusitis
There is Started experiencing sinus pressure head ache congestion started 2 weeks ago,Sinusitis
Feeling sinus hurt worse bending forward since 2 weeks ago,Sinusitis
Feeling sinus hurt worse bending forward comes and goes,Sinusitis
sinus ache worse bending forward and it's getting worse worsening gradually,Sinusitis
I've been having pain in forehead cheeks nose and it's getting worse,Sinusitis
pain in forehead cheeks nose and it's getting worse constant throughout the day,Sinusitis
I've noticed I'm experiencing chronic sinusitis facial soreness worse in the morning,Sinusitis
I have I'm experiencing chronic sinusitis facial soreness,Sinusitis
sinus infection facial pain congestion ongoing for couple weeks,Sinusitis
sinus infection facial hurting congestion,Sinusitis
sinus infection facial hurting congestion and it's getting worse since 1 week ago constant throughout the day,Sinusitis
sinus infection facial pain congestion and it's getting worse since 2 weeks ago triggered by activity,Sinusitis
postnasal drip with facial pressure since 3 days ago,Sinusitis
Having issues with nasal discharge with facial sharp pain for the last couple of days,Sinusitis
I've noticed Having issues with headache from sinus pressure,Sinusitis
Having issues with headache from sinus pressure comes and goes,Sinusitis
There is headache from sinus pressure constant throughout the day,Sinusitis
Experiencing chronic sinusitis facial hurt that won't go away,Sinusitis
sinus infection pain green mucus began 3 days back,Sinusitis
Experiencing sinus infection pain green mucus,Sinusitis
chronic sinusitis facial pain ongoing for several days,Sinusitis
Recently developed head pain from sinus pressure,Sinusitis
thick yelextremely low or green nasal discharge,Sinusitis
thick yellow or green nasal discharge constant throughout the day,Sinusitis
Started experiencing sinus infection painful green mucus started 3 days ago suddenly appeared,Sinusitis
I've noticed thick yellow or green nasal discharge for a while now,Sinusitis
Having issues with blocked nose facial tenderness began 2 days back,Sinusitis
Experiencing discomfort in forehead cheeks nose,Sinusitis
facial throbbing and pressure around sinuses for a while now started several days ago,Sinusitis
There is facial discomfort and pressure around sinuses since yesterday ongoing for 2 days,Sinusitis
facial discomfort and pressure around sinuses since yesterday worse in the morning,Sinusitis
sinus pressure pain in head congestion,Sinusitis
sinus pressure headache congestion comes and goes,Sinusitis
I have sinusitis symptoms congestion pressure lasting several days,Sinusitis
I have sinusitis symptoms congestion pressure lasting 2 weeks,Sinusitis
I've been having nasal congestion stuffy nose since yesterday,Sinusitis
facial pain and pressure around sinuses especially at night,Sinusitis
I've noticed facial pain and pressure around sinuses comes and goes,Sinusitis
postnasal drip with facial pressure since yesterday worse in the morning,Sinusitis
thick yellow or green nasal discharge for the past few days for the past 3 days,Sinusitis
I've been having I have nasal discharge with facial ache worse in the morning,Sinusitis
There is nasal discharge with facial pain,Sinusitis
